4,648907
4,720199
4,753612
4,836093
4,693067
4,714291
4,801252
4,896455
4,76097
4,715803
4,685585
4,720144
4,747167
4,771007
4,815401
4,804048
4,804048
4,769333
4,75706
4,74921
4,694096
4,703819
4,766913
4,685776
4,736569
4,769579
4,766411
4,741012
4,736241
4,736241
4,718511
4,727674
4,744772
4,746827
4,747709
4,724172
4,717715
4,702182
4,696406
4,690753
4,716431
4,716431
4,717225
4,719917
4,670857
4,671415
4,713078
4,710577
4,710577
4,723401
4,710328
4,696075
4,674139
4,690319
4,704932
4,711808
4,711808
4,730632
4,721862
4,720383
4,727172
4,702335
4,701412
4,684715
4,686399
4,679066
4,676173
4,688797
4,692826
4,677569
4,692389
4,692389
4,692389
4,690948
4,684433
4,696366
4,671221
4,667768
4,631056
4,631056
4,635801
4,636967
4,636967
4,636967
4,636967
4,626562
4,636249
4,636249
